Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,UTM_easting,UTM_northing,Zone,Letter
1667362986.314256,0,15787,0,GPS1_Frame,42.34047000000001,-71.08200666666667,9.4,328491.79484073253,4689678.647399597,19,T
1667362987.3126938,0,15788,0,GPS1_Frame,42.34040666666666,-71.08208833333332,9.4,328484.89494911046,4689671.779450094,19,T
1667362988.3123016,0,15789,0,GPS1_Frame,42.340338333333335,-71.08217333333334,9.2,328477.70684840623,4689664.363019405,19,T
1667362989.3132455,0,15790,0,GPS1_Frame,42.34026333333333,-71.08226333333333,8.5,328470.0887038612,4689656.216399998,19,T
1667362990.3113124,0,15791,0,GPS1_Frame,42.34018833333333,-71.082355,7.9,328462.3332416121,4689648.073150883,19,T
1667362991.3154058,0,15792,0,GPS1_Frame,42.34011000000001,-71.08244666666666,7.6,328454.56869663077,4689639.559768642,19,T
1667362992.3152046,0,15793,0,GPS1_Frame,42.340026666666674,-71.08254000000001,7.8,328446.65323440154,4689630.494545367,19,T
1667362993.3120294,0,15794,0,GPS1_Frame,42.33994500000001,-71.08263666666667,7.9,328438.46768337185,4689621.621126959,19,T
1667362994.3114147,0,15795,0,GPS1_Frame,42.339863333333334,-71.08273500000001,8.1,328430.1448109816,4689612.751080665,19,T
1667362995.311266,0,15796,0,GPS1_Frame,42.33978333333332,-71.08283166666668,8.7,328421.9637524149,4689604.062751189,19,T
1667362996.3130455,0,15797,0,GPS1_Frame,42.339705,-71.08292666666667,8.7,328413.92450881016,4689595.556138066,19,T
1667362997.3129053,0,15798,0,GPS1_Frame,42.33962666666666,-71.08302166666667,9.0,328405.88524602307,4689587.049533697,19,T
1667362998.314845,0,15799,0,GPS1_Frame,42.33954833333334,-71.08311166666668,8.4,328398.2578691929,4689578.532847124,19,T
1667362999.3143523,0,15800,0,GPS1_Frame,42.339474999999986,-71.0832,8.4,328390.78137836757,4689570.568016517,19,T
1667363000.313396,0,15801,0,GPS1_Frame,42.33940333333334,-71.08327833333333,9.2,328384.1332172966,4689562.7680805605,19,T
1667363001.314301,0,15802,0,GPS1_Frame,42.339335,-71.08335499999998,9.5,328377.6314128058,4689555.334927781,19,T
1667363002.315772,0,15803,0,GPS1_Frame,42.33926666666666,-71.08343166666667,9.5,328371.12959483045,4689547.9017807115,19,T
1667363003.3151073,0,15804,0,GPS1_Frame,42.339198333333336,-71.083515,9.6,328364.0785534704,4689540.482096523,19,T
1667363004.3151157,0,15805,0,GPS1_Frame,42.339128333333335,-71.08360166666667,9.7,328356.748357243,4689532.884077315,19,T
1667363005.3149428,0,15806,0,GPS1_Frame,42.33905500000001,-71.08369333333334,9.5,328348.9971667702,4689524.926017887,19,T
1667363006.3149538,0,15807,0,GPS1_Frame,42.33898000000001,-71.08378833333335,9.4,328340.96681773,4689516.789625452,19,T
1667363007.314885,0,15808,0,GPS1_Frame,42.338903333333334,-71.08388333333333,9.3,328332.9319147881,4689508.468171146,19,T
1667363008.3138564,0,15809,0,GPS1_Frame,42.33882499999999,-71.08398,9.1,328324.75515404413,4689499.96502002,19,T
1667363009.3141942,0,15810,0,GPS1_Frame,42.338748333333335,-71.08408166666666,9.0,328316.17099932884,4689491.6570441965,19,T
1667363010.3156729,0,15811,0,GPS1_Frame,42.33867333333333,-71.08419,9.0,328307.04214615026,4689483.54761052,19,T
1667363011.3153157,0,15812,0,GPS1_Frame,42.33859999999999,-71.08430333333334,8.9,328297.5058970136,4689475.633355518,19,T
1667363012.3140144,0,15813,0,GPS1_Frame,42.338525,-71.08441833333333,8.9,328287.82778575923,4689467.537408086,19,T
1667363013.3142276,0,15814,0,GPS1_Frame,42.33845166666667,-71.08453500000002,9.0,328278.0168849784,4689459.629910012,19,T
1667363014.3151069,0,15815,0,GPS1_Frame,42.33838000000001,-71.08464999999998,9.4,328268.3478034753,4689451.90412961,19,T
1667363015.311363,0,15816,0,GPS1_Frame,42.33831000000001,-71.08476000000002,9.5,328259.09515129094,4689444.353333713,19,T
1667363016.3183832,0,15816,0,GPS1_Frame,42.33823833333333,-71.08486833333333,9.6,328249.975246136,4689436.614112436,19,T
